brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Crimson,75,Зима,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сапоги,587322112-X,,false,false,true,false,true,false,false,false,true,true,true,true,true,true,true
Teal,9,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Кроссовки,953656437-8,,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false
Red,73,Зима,Мужская обувь,Полимерный материал,Замша,Кожа,Ботинки,100548157-1,45,false,false,false,true,false,false,false,false,true,true,false,false,true,true,false
Violet,72,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,069841929-4,45,false,false,true,true,true,true,true,false,false,true,false,true,false,false,true
Pink,33,Зима,Мужская обувь,Замша,Замша,Полимерный материал,Ботинки,151373954-9,,true,false,true,false,true,false,true,true,true,false,false,true,false,false,false
Mauv,7,Лето,Мужская обувь,Кожа,Кожа,Замша,Туфли,533391329-3,30,false,true,false,true,true,true,false,true,true,false,false,false,false,true,true
Maroon,24,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Босоножки,327010543-6,15,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true
Purple,92,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,987997123-X,,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true
Green,98,Зима,Мужская обувь,Кожа,Замша,Полимерный материал,Босоножки,926830426-0,15,false,true,false,false,false,true,false,false,true,true,true,false,false,true,true
Mauv,12,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Ботинки,375267099-1,30,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true
Aquamarine,50,Зима,Мужская обувь,Кожа,Полимерный материал,Замша,Мокасины,972572873-4,30,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false
Fuscia,12,Зима,Женская обувь,Замша,Кожа,Кожа,Угги,734032006-7,15,false,true,false,true,true,true,false,false,false,true,true,true,true,false,true
Blue,70,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Кеды,175791388-2,,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true
Violet,85,Лето,Женская обувь,Кожа,Замша,Кожа,Кроссовки,068949010-0,15,false,false,true,true,false,false,true,true,true,false,true,true,false,true,true
Maroon,8,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,989199001-X,,true,false,true,true,true,true,false,false,false,false,false,true,false,true,false
Purple,55,Лето,Мужская обувь,Полимерный материал,Кожа,Замша,Тапки,735750117-5,,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false
Red,24,Лето,Женская обувь,Замша,Кожа,Кожа,Босоножки,725154962-X,,false,true,true,true,false,true,false,false,false,true,false,true,false,true,false
Turquoise,69,Зима,Мужская обувь,Замша,Замша,Замша,Туфли,400763604-4,30,false,true,true,true,true,false,false,true,false,false,true,true,true,true,false
Pink,22,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Ботинки,653939975-8,,false,false,true,false,false,true,false,true,false,true,true,true,true,true,true
Khaki,17,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сандалии,899720551-X,,true,true,false,true,false,false,false,false,true,true,true,false,true,true,true
Crimson,84,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Замша,Сабо,680158761-7,,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true
Yellow,92,Весна/Осень,Мужская обувь,Замша,Кожа,Кожа,Босоножки,495105182-6,,false,false,true,false,false,false,false,true,true,true,true,false,false,false,false
Red,37,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Тапки,258452642-5,10,false,true,true,false,false,true,true,true,true,true,true,false,true,false,false
Puce,5,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Кожа,Туфли,600300101-1,,false,true,true,false,false,false,false,true,false,false,true,true,true,false,false
Pink,29,Зима,Женская обувь,Кожа,Полимерный материал,Кожа,Сабо,659077817-5,,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true
Red,20,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Кеды,438274379-6,15,false,true,false,true,false,true,true,false,true,true,false,true,true,false,false
Teal,10,Весна/Осень,Мужская обувь,Замша,Кожа,Кожа,Туфли,950637873-8,10,false,false,false,false,true,true,false,false,true,false,false,true,true,true,false
Teal,23,Весна/Осень,Женская обувь,Кожа,Кожа,Полимерный материал,Тапки,616249637-6,30,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false
Maroon,63,Лето,Женская обувь,Замша,Полимерный материал,Замша,Босоножки,671156851-6,,false,true,true,false,false,false,false,true,true,false,false,true,true,false,true
Yellow,15,Весна/Осень,Женская обувь,Полимерный материал,Замша,Кожа,Угги,783673457-9,,false,true,false,false,false,false,true,false,true,false,true,true,false,true,false
Fuscia,16,Лето,Мужская обувь,Полимерный материал,Замша,Кожа,Сапоги,700307520-2,,true,true,false,true,false,true,false,true,true,false,true,true,true,false,true
Khaki,81,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Замша,Мокасины,290956378-2,,true,true,false,false,true,true,false,true,true,true,true,false,true,false,true
